OSMPTrailsOSMPOBJECTID,OSMPTrailsOSMPOWNER,OSMPTrailsOSMPBICYCLES,OSMPTrailsOSMPDISPLAY,OSMPTrailsOSMPTRAILTYPE,OSMPTrailsOSMPDATEFROM,OSMPTrailsOSMPDATETO,OSMPTrailsOSMPSEGMENTID,OSMPTrailsOSMPHORSES,OSMPTrailsOSMPRID,OSMPTrailsOSMPTRLID,OSMPTrailsOSMPMILEAGE,OSMPTrailsOSMPMEASUREDFEET,OSMPTrailsOSMPTRAILNAME,OSMPTrailsOSMPGlobalID,OSMPTrailsOSMPDIFFICULTY,OSMPTrailsOSMPDOGS,OSMPTrailsOSMPDOGREGGEN,OSMPTrailsOSMPDOGREGDESC,OSMPTrailsOSMPEBIKES,SHAPESTLength,OSMPTrailClosuresOBJECTID,OSMPTrailClosuresRID,OSMPTrailClosuresCLOSUREDURATION,OSMPTrailClosuresWEBLINK,OSMPTrailClosuresCLOSUREAREA,OSMPTrailClosuresTRAILSTATUS,OSMPTrailClosuresCLOSUREREASON,OSMPTrailClosuresLOCATIONDESCRIPTION,OSMPTrailClosuresCONTACT,OSMPTrailClosuresCOMMENTS,OSMPTrailClosuresGLOBALID,OSMPTrailClosuresSEGMENTID
2874,OSMP,No,Yes,Hiking Trail,2022/06/22 00:00:00+00,2099/12/31 00:00:00+00,308-294-295,Yes,2076,308,0.005,22,Red Rocks Spur,{D80F992D-8124-4925-BA6A-6AA816F05434},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,27.00168657,1339,2076,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{06299454-922E-4C9C-9DBF-FF39AD1B579B},308-294-295
2875,OSMP,No,Yes,Hiking Trail,2022/06/22 00:00:00+00,2099/12/31 00:00:00+00,308-293-292,Yes,2078,308,0.021,120,Red Rocks Spur,{B451A30E-A938-43B8-8D5C-DC69DA042946},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,112.0827972,1340,2078,,,,Open,Intermittent Closure,,https://bouldercolorado.gov/announcement/intermittent-trail-closures,,{2E1267C4-4770-4CDA-8F53-1F935603EF08},308-293-292
2876,OSMP,No,Yes,Hiking Trail,2022/06/22 00:00:00+00,2099/12/31 00:00:00+00,286-292-291,Yes,2079,286,0.026,130,Red Rocks,{8A651374-E151-42FE-9700-A51CAE4BC5FA},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,134.7384848,1341,2079,,,,Open,Intermittent Closure,,https://bouldercolorado.gov/announcement/intermittent-trail-closures,,{15B22564-E459-4677-9AC2-D164A5367385},286-292-291
2877,OSMP,No,Yes,Hiking Trail,2022/08/09 00:00:00+00,2099/12/31 00:00:00+00,308-312-314,Yes,2147,308,0.012,59,Red Rocks Spur,{31D38979-AB68-4813-B8CE-755CB7E37770},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,61.31206436,1342,2147,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 8/17 for helicopter work,{155E5DB4-FB76-4DA2-9AB5-9BE692B9FAFF},308-312-314
2878,OSMP,No,Yes,Hiking Trail,2022/08/09 00:00:00+00,2099/12/31 00:00:00+00,308-314-315,Yes,2148,308,0.047,253,Red Rocks Spur,{37E959BB-A704-473A-91A5-EE780EC57D71},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,250.7452529,1343,2148,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 8/17 for helicopter work,{2F0A5AF1-5D69-4241-AF2E-FCDED13D7EF4},308-314-315
2879,OSMP,No,Yes,Hiking Trail,2022/08/09 00:00:00+00,2099/12/31 00:00:00+00,308-311-314,Yes,2146,308,0.022,119,Red Rocks Spur,{5858A06F-5064-4EE1-87F6-00D7B16265D6},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,115.1927602,1344,2146,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 8/17 for helicopter work,{A0D8440E-5CD1-4201-B347-464E4D23F9CF},308-311-314
2880,OSMP,No,Yes,Hiking Trail,2022/08/09 00:00:00+00,2099/12/31 00:00:00+00,308-311-312,Yes,2144,308,0.018,99,Red Rocks Spur,{1596E843-3070-41DD-9254-6BC5C374AA12},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,93.92724545,1345,2144,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 8/17 for helicopter work,{B1D5CE80-A469-4325-BA43-7FEE7E0460C7},308-311-312
2881,OSMP,No,Yes,Hiking Trail,2022/08/09 00:00:00+00,2099/12/31 00:00:00+00,308-312-313,Yes,2145,308,0.064,337,Red Rocks Spur,{8FEA28C9-01B2-4506-B24B-4A2E8F83D68A},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,335.7084309,1346,2145,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed 8/17 for helicopter work,{97E31412-7E1B-4A28-8263-A0EAC9D7E3B6},308-312-313
2882,OSMP,No,Yes,Hiking Trail,2022/06/29 00:00:00+00,2099/12/31 00:00:00+00,285-050-052,Yes,2085,285,0.008,47,Viewpoint,{F512A6F5-2D0B-4B2F-A8AA-8F59A4D541A1},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,43.20655236,1347,2085,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{982F9478-8BB4-4C94-84EC-8B3665C771D3},285-050-052
2883,OSMP,No,Yes,Hiking Trail,2021/07/13 00:00:00+00,2099/12/31 00:00:00+00,280-205-194,Yes,1974,280,0.16,867,Flagstaff,{F8342F2D-40A2-441D-B688-A2861E126023},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,845.0977065,1348,1974,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{2329ED8A-4147-4BBC-8E47-1D572E4B45EF},280-205-194
2884,OSMP,No,Yes,Hiking Trail,2022/07/10 00:00:00+00,2099/12/31 00:00:00+00,280-193-205,Yes,2097,280,0.196,1062,Flagstaff,{0EE9D612-2FA4-4FAE-93B9-793D87AF37D6},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,1036.873175,1349,2097,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{1A92DF80-5509-41A8-A5C1-CD5F74ECDE5B},280-193-205
2885,OSMP,No,Yes,Hiking Trail,2021/07/01 00:00:00+00,2099/12/31 00:00:00+00,284-201-202,Yes,1965,284,0.066,341,Halfway House,{375E2A06-EA15-4D25-908C-11E612E6E245},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,347.6828249,1350,1965,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{6D7C036C-4901-4D25-8237-64725C2E8A26},284-201-202
2886,OSMP,No,Yes,Hiking Trail,2021/07/01 00:00:00+00,2099/12/31 00:00:00+00,284-204-201,Yes,1967,284,0.098,516,Halfway House,{689EC2F6-E1E5-45EC-9A84-8C65BABA04C3},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,515.6762998,1351,1967,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{16E00110-7D9F-42AD-ADCD-BD88809C0AD8},284-204-201
2887,OSMP,No,Yes,Hiking Trail,2021/07/01 00:00:00+00,2099/12/31 00:00:00+00,283-202-204,Yes,1966,283,0.077,413,Panorama,{DAAAE4C3-4CA1-499A-B5B5-A9FE44261908},Easy,Yes,LVS,"Leash, Or Voice and Sigth Control",No,404.9939666,1352,1966,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{C2542020-D0D1-4DEF-BD15-456BC4CDEDD1},283-202-204
2888,OSMP,No,Yes,Hiking Trail,2021/07/13 00:00:00+00,2099/12/31 00:00:00+00,283-204-205,Yes,1973,283,0.101,539,Panorama,{C1D3A511-0A82-4FC6-9717-3C903330D367},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,535.8759215,1353,1973,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{72D387BC-8B80-4DFB-A4A1-2B31FA6B9751},283-204-205
2889,OSMP,No,Yes,Hiking Trail,2022/08/16 00:00:00+00,2099/12/31 00:00:00+00,283-202-048,Yes,2164,283,0.09,477,Panorama,{E090D162-AAA9-4F72-96F8-7D43F454DB4E},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,476.7423453,1354,2164,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{98CA31BE-A9FC-45AE-9F1F-368210DA0465},283-202-048
2890,OSMP,No,Yes,Hiking Trail,2022/06/27 00:00:00+00,2099/12/31 00:00:00+00,285-048-049,Yes,2080,285,0.699,3756,Viewpoint,{884072B4-653D-4C17-9401-42F165E6ED19},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,3692.30633,1355,2080,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{9885512A-C35A-437E-80D5-B35AC88773BB},285-048-049
2891,OSMP,No,Yes,Hiking Trail,2022/06/28 00:00:00+00,2099/12/31 00:00:00+00,285-049-050,Yes,2082,285,0.115,619,Viewpoint,{342776BD-E6A2-4AD7-98CA-8F3886DFBC92},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,605.8162185,1356,2082,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{97DD9310-37B6-4ED6-883E-98E1D7B0E9E6},285-049-050
2892,OSMP,No,Yes,Hiking Trail,2022/06/28 00:00:00+00,2099/12/31 00:00:00+00,285-050-051,Yes,2083,285,0.008,41,Viewpoint,{9D54034A-FDD3-41C5-9183-53D1F0DED1A4},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,40.84055634,1357,2083,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{F351C487-4DEB-49B1-9182-514BD6615182},285-050-051
2893,OSMP,No,Yes,Hiking Trail,2022/06/28 00:00:00+00,2099/12/31 00:00:00+00,285-051-053,Yes,2084,285,0.022,117,Viewpoint,{1BA25CC6-E20A-49B8-9747-5908A08FC637},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,118.0721444,1358,2084,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Viewpoint Trail is closed for noxious weed management from 8am to 1pm on Wed July 10th.,{07D4DBCC-6379-4F7C-AB7B-0C1B88AFB275},285-051-053
2894,OSMP,No,Yes,Hiking Trail,2022/06/29 00:00:00+00,2099/12/31 00:00:00+00,285-051-052,Yes,2086,285,0.007,41,Viewpoint,{45E759A9-4E21-4DDA-B212-E880B9AF9183},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,36.62983106,1359,2086,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,Viewpoint Trail is closed for noxious weed management from 8am to 1 pm on Wed July 10th.,{24B1629D-4F13-4B66-96B4-86E445781E2D},285-051-052
2895,OSMP,No,Yes,Hiking Trail,2022/06/29 00:00:00+00,2099/12/31 00:00:00+00,285-052-054,Yes,2087,285,0.087,458,Viewpoint,{01BE837B-A6CF-4F58-A21E-35F43D854904},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,459.8005623,1360,2087,Until Further Notice,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,Viewpoint Trail is closed for noxious weed management from 8am to 1 pm on Wed July 10th.,{31527931-06BB-46BF-8D94-C04D329FE497},285-052-054
2896,OSMP,No,Yes,Hiking Trail,2022/06/29 00:00:00+00,2099/12/31 00:00:00+00,285-054-055,Yes,2088,285,0.107,576,Viewpoint,{C966D2CB-6E60-4DD3-AB1A-49EDB5008CB9},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,562.8096884,1361,2088,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Viewpoint Trail is closed for noxious weed management from 8am to 1 pm on Wed July 10th.,{65CA4A16-0FDB-45E1-A164-4210422E23DD},285-054-055
2897,OSMP,No,Yes,Hiking Trail,2022/06/28 00:00:00+00,2099/12/31 00:00:00+00,285-054-049,Yes,2081,285,0.062,329,Viewpoint,{CF465646-6251-41FC-85CE-C66846152661},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,328.4593715,1362,2081,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{534745CD-CC2A-44BB-BF8F-59F53F230A1C},285-054-049
2898,OSMP,No,Yes,Hiking Trail,2021/07/01 00:00:00+00,2099/12/31 00:00:00+00,284-200-225,Yes,1963,284,0.024,121,Halfway House,{5B80D2C9-BB14-4453-8EEC-47CA4B2D8BD4},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,124.2202443,1363,1963,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/news/view-boulder-star-afar-area-remains-closed,Closed for Lakeshore Fire,{349DE077-E849-45D7-A76A-AF588AC05F78},284-200-225
2899,OSMP,No,Yes,Hiking Trail,2021/07/01 00:00:00+00,2099/12/31 00:00:00+00,284-225-201,Yes,1964,284,0.032,178,Halfway House,{2C43662C-4574-49ED-A2DB-5AA10E824F95},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,168.8801092,1364,1964,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{5417E032-E2A4-4B89-BC3D-D94B5D15A8AE},284-225-201
2900,OSMP,No,Yes,Hiking Trail,2022/07/27 00:00:00+00,2099/12/31 00:00:00+00,279-185-184,Yes,2120,279,0.062,332,Artist Point,{7242E16F-88ED-4D76-95D9-B499E83A4F93},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,329.4398188,1602,2120,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{664C40F7-425D-4F60-BFCA-297B400E628E},279-185-184
2901,OSMP,No,Yes,Hiking Trail,2022/07/27 00:00:00+00,2099/12/31 00:00:00+00,278-181-182,Yes,2121,278,0.11,583,May's Point,{945383F8-C8D0-4248-B60E-F76DA3F40977},Moderate,No,No Dogs,No Dogs,No,578.8162713,1603,2121,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{5D83E676-3C23-43C9-9ED4-73B61E207DB9},278-181-182
2902,OSMP,No,Yes,Hiking Trail,2022/07/17 00:00:00+00,2099/12/31 00:00:00+00,277-180-181,Yes,2105,277,0.259,1364,Boy Scout,{9D3E0429-15D4-4B6D-B6F4-736146F91C3E},Moderate,No,No Dogs,No Dogs,No,1366.522858,1365,2105,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{DFDBEA59-2226-4DF6-831F-5E8B6B132214},277-180-181
2903,OSMP,No,Yes,Hiking Trail,2022/07/17 00:00:00+00,2099/12/31 00:00:00+00,277-181-183,Yes,2106,277,0.419,2244,Boy Scout,{56948265-6CFF-460F-BA9F-388EC8FAC3B9},Moderate,No,No Dogs,No Dogs,No,2214.724976,1366,2106,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{2D805A97-6690-4958-BDA8-0FC70F4209C7},277-181-183
2906,OSMP,No,Yes,Hiking Trail,2022/07/13 00:00:00+00,2099/12/31 00:00:00+00,280-177-186,Yes,2103,280,0.209,1128,Flagstaff,{55DFF19B-EDFE-471C-9480-70535F813CBA},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,1104.191845,1369,2103,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{A024E126-9E31-4F71-B703-F73FFD500DCB},280-177-186
2907,OSMP,No,Yes,Hiking Trail,2022/07/13 00:00:00+00,2099/12/31 00:00:00+00,280-186-188,Yes,2104,280,0.021,108,Flagstaff,{E8A4CBF9-6319-414B-BABC-4193F386B70F},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,108.2454514,1370,2104,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{40745E80-CF63-493B-8F06-CB58DC6D5BD0},280-186-188
2908,OSMP,No,Yes,Hiking Trail,2022/07/05 00:00:00+00,2099/12/31 00:00:00+00,280-188-189,Yes,2089,280,0.626,3355,Flagstaff,{FFA26D33-95CF-429E-923D-F41C4F1E0A33},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,3303.666426,1371,2089,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{6A840DDD-F660-4067-A6D0-0E580D43F8EB},280-188-189
2909,OSMP,No,Yes,Hiking Trail,2022/07/20 00:00:00+00,2099/12/31 00:00:00+00,281-188-186,Yes,2111,281,0.245,1287,Plains Overlook,{0EB63122-F4A3-4AAB-9B4E-FF6EB111B0D2},Moderate,Yes,LVS,"Leash, Or Voice and Sight Contorl",No,1292.409458,1372,2111,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{553D4C20-1D8C-4E76-B3FB-DAE471C6CC8F},281-188-186
2910,OSMP,No,Yes,Hiking Trail,2022/07/27 00:00:00+00,2099/12/31 00:00:00+00,321-180-179,Yes,2117,321,0.05,271,Sensory,{0791B381-A1A6-4111-A8A8-32E1DA3C73C1},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,264.2515233,1373,2117,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{B2CB77B6-DBBB-46D7-A2F8-ED10E9F110F7},321-180-179
2911,OSMP,No,Yes,Hiking Trail,2022/07/27 00:00:00+00,2099/12/31 00:00:00+00,321-178-179,Yes,2119,321,0.017,89,Sensory,{7B972A28-A77E-4C21-ABF1-50508B18F9F1},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,90.24807278,1374,2119,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{A5B044F4-1BCC-4572-939C-FD29968DD95A},321-178-179
2912,OSMP,No,Yes,Hiking Trail,2022/07/27 00:00:00+00,2099/12/31 00:00:00+00,321-179-178,Yes,2118,321,0.033,171,Sensory,{F92F9DC9-2D33-420B-91CD-F44AFC129A90},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,173.3927855,1375,2118,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{9BC666BE-84B4-45F5-BFC0-BF0C10D9A82B},321-179-178
2916,OSMP,No,Yes,Hiking Trail,2022/07/24 00:00:00+00,2099/12/31 00:00:00+00,275-174-175,Yes,2112,275,0.349,1832,Ute,{FD62E799-1DD0-4E3A-8B3E-4A554E80309E},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,1840.708003,1379,2112,Until Further Notice,,,Open,Other,,https://bouldercolorado.gov/services/osmp-closures,There is a Law Enforcement Incident in the area of Flagstaff Road.,{1438B30F-E81C-4A38-96FD-ED18BED0C3CB},275-174-175
2917,OSMP,No,Yes,Hiking Trail,2022/07/24 00:00:00+00,2099/12/31 00:00:00+00,275-176-175,Yes,2115,275,0.136,712,Ute,{B4392068-7473-43DF-A34E-C666AA0BB664},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,716.0539648,1380,2115,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{D75B0D47-2D9E-4D50-AB68-521441E512F7},275-176-175
2918,OSMP,No,Yes,Hiking Trail,2022/07/24 00:00:00+00,2099/12/31 00:00:00+00,275-175-177,Yes,2113,275,0.178,932,Ute,{15C5D238-5B3A-4F6F-BB84-55FE14E860C7},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,937.7086527,1381,2113,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{22A363B0-3B39-4941-B7A8-AB05D8D79C28},275-175-177
2919,OSMP,No,Yes,Hiking Trail,2022/07/24 00:00:00+00,2099/12/31 00:00:00+00,275-177-178,Yes,2114,275,0.04,210,Ute,{3BD8B564-9988-43B0-B07D-AE2FD99AA61D},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,208.9014646,1382,2114,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{B4BEE360-8A40-433F-9D17-4B3F6EED28BA},275-177-178
2920,OSMP,No,Yes,Hiking Trail,2022/07/18 00:00:00+00,2099/12/31 00:00:00+00,275-180-177,Yes,2110,275,0.091,486,Ute,{67353D76-24A4-4165-AB36-DA936BB1DD63},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,479.9289397,1383,2110,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{8A28B4D9-C42F-4B80-BE7F-E0B80921F0BC},275-180-177
2921,OSMP,No,Yes,Hiking Trail,2022/07/18 00:00:00+00,2099/12/31 00:00:00+00,274-177-173,Yes,2107,274,0.622,3336,Range View,{BB043CD6-D1DF-47AF-B169-98031936C4D8},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,3285.282773,1384,2107,Until Further Notice,,,Open,Other,,https://bouldercolorado.gov/services/osmp-closures,There is a Law Enforcement Incident in the area of Flagstaff Road.,{EB6DF3BF-F650-4707-963E-BFFAB03A201B},274-177-173
2922,OSMP,No,Yes,Hiking Trail,2005/12/31 00:00:00+00,2099/12/31 00:00:00+00,282-279-192,No,1169,282,0.018,-9999,Crown Rock,{E490DA95-B54A-41FB-AFA9-D654C6767817},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,93.62713757,1385,1169,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{13950932-0380-418F-8CCC-5BD3067D92BB},282-279-192
2923,OSMP,No,Yes,Hiking Trail,2021/06/22 00:00:00+00,2099/12/31 00:00:00+00,327-276-277,No,1952,327,0.016,78,Crown Rock Picnic Loop,{E335EF3F-45BC-4A6A-AD70-1B5B6C6C415D},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,86.05891327,1386,1952,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{4398BF08-FCF3-4E83-BA86-BD38D682CC99},327-276-277
2924,OSMP,No,Yes,Hiking Trail,2021/06/17 00:00:00+00,2099/12/31 00:00:00+00,282-279-280,No,1941,282,0.014,78,Crown Rock,{BEE0A9FD-44CD-417C-B8FA-A3FC5D33735C},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,73.5139811,1387,1941,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{2978C11D-8E2D-46A0-9524-34D923332FAB},282-279-280
2925,OSMP,No,Yes,Hiking Trail,2021/06/17 00:00:00+00,2099/12/31 00:00:00+00,282-280-275,No,1942,282,0.047,245,Crown Rock,{4596FA93-40B9-4EF1-9741-389DBCD49EE7},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,245.5642286,1388,1942,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{5FFB1ABF-6CB8-4CF1-A41E-85A0C2ED122B},282-280-275
2926,OSMP,No,Yes,Hiking Trail,2021/06/17 00:00:00+00,2099/12/31 00:00:00+00,282-275-273,No,1943,282,0.063,336,Crown Rock,{F1B32FF8-07FB-4F73-9515-BE2F02608A8B},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,330.1295666,1389,1943,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{E5221AB5-67FE-41FF-950B-36BABC5F9E9D},282-275-273
2927,OSMP,No,Yes,Hiking Trail,2021/06/17 00:00:00+00,2099/12/31 00:00:00+00,282-273-151,No,1944,282,0.263,1490,Crown Rock,{419EBD07-CA32-4C1A-9564-1B2AF86E916B},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,1388.571302,1390,1944,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{F18BE5CC-8BA9-495E-8FB2-CD7F03170AB3},282-273-151
2928,OSMP,No,Yes,Hiking Trail,2022/07/10 00:00:00+00,2099/12/31 00:00:00+00,280-192-193,Yes,2096,280,0.235,1264,Flagstaff,{4F32E368-AEA4-43DB-BBD0-6E490260C9E3},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,1242.777637,1391,2096,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{B2EC0D82-91EB-4C39-8190-B143E807760B},280-192-193
2929,OSMP,No,Yes,Hiking Trail,2021/06/24 00:00:00+00,2099/12/31 00:00:00+00,280-193-194,Yes,1955,280,0.085,550,Flagstaff,{208DE4A3-9169-4CCB-A3D0-391257786135},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,450.8176358,1392,1955,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{F689FAAD-3798-40F0-A642-E597C6D62AAB},280-193-194
2930,OSMP,No,Yes,Hiking Trail,2021/06/24 00:00:00+00,2099/12/31 00:00:00+00,280-194-195,Yes,1956,280,0.448,2725,Flagstaff,{62048F53-4ECD-415F-9F05-92DBF9CA606C},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,2363.164314,1393,1956,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{D5E07F94-76C5-4954-98E6-1FEFFC6D2CE9},280-194-195
2931,OSMP,No,Yes,Hiking Trail,2022/07/05 00:00:00+00,2099/12/31 00:00:00+00,280-189-190,Yes,2090,280,0.033,165,Flagstaff,{7C71FACB-2C83-4F12-A8DC-0251ED476F68},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,173.6722272,1394,2090,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{1D1B47CC-F762-4BCB-BCA5-AA6525C36D8A},280-189-190
2932,OSMP,No,Yes,Hiking Trail,2022/07/05 00:00:00+00,2099/12/31 00:00:00+00,280-190-191,Yes,2091,280,0.026,146,Flagstaff,{EAA8EC60-66C3-43DB-BB08-D205CCAA3096},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,137.7407117,1395,2091,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{0EE07EBB-A653-4507-BC87-A254113E57F6},280-190-191
2933,OSMP,No,Yes,Hiking Trail,2022/07/10 00:00:00+00,2099/12/31 00:00:00+00,280-191-192,Yes,2095,280,0.033,174,Flagstaff,{31FD87B8-8B78-4455-B8E6-299E84579DBE},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,173.627177,1396,2095,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{47B0A8F4-8D52-4083-B09C-C67874D0EC42},280-191-192
2934,OSMP,No,Yes,Hiking Trail,2021/06/22 00:00:00+00,2099/12/31 00:00:00+00,327-277-278,No,1953,327,0.051,286,Crown Rock Picnic Loop,{B83CB551-D7C4-4136-9509-E304D93A2F40},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,271.5132428,1397,1953,Until Further Notice,,,Open,Maintenance,,,Closed for Lakeshore Fire,{B8AAF614-8B87-4660-B41F-A19B6B8336EB},327-277-278
