OSMPTrailsOSMPOBJECTID,OSMPTrailsOSMPOWNER,OSMPTrailsOSMPBICYCLES,OSMPTrailsOSMPDISPLAY,OSMPTrailsOSMPTRAILTYPE,OSMPTrailsOSMPDATEFROM,OSMPTrailsOSMPDATETO,OSMPTrailsOSMPSEGMENTID,OSMPTrailsOSMPHORSES,OSMPTrailsOSMPRID,OSMPTrailsOSMPTRLID,OSMPTrailsOSMPMILEAGE,OSMPTrailsOSMPMEASUREDFEET,OSMPTrailsOSMPTRAILNAME,OSMPTrailsOSMPGlobalID,OSMPTrailsOSMPDIFFICULTY,OSMPTrailsOSMPDOGS,OSMPTrailsOSMPDOGREGGEN,OSMPTrailsOSMPDOGREGDESC,OSMPTrailsOSMPEBIKES,SHAPESTLength,OSMPTrailClosuresOBJECTID,OSMPTrailClosuresRID,OSMPTrailClosuresCLOSUREDURATION,OSMPTrailClosuresWEBLINK,OSMPTrailClosuresCLOSUREAREA,OSMPTrailClosuresTRAILSTATUS,OSMPTrailClosuresCLOSUREREASON,OSMPTrailClosuresLOCATIONDESCRIPTION,OSMPTrailClosuresCONTACT,OSMPTrailClosuresCOMMENTS,OSMPTrailClosuresGLOBALID,OSMPTrailClosuresSEGMENTID
3148,OSMP,Yes,Yes,Multi-Use Trail,2020/07/27 00:00:00+00,2099/12/31 00:00:00+00,115-432-431,Yes,1815,115,0.31,1615,Greenbelt Connector,{01DECC97-6661-46BD-8BD8-8D5509DBD0EE},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1636.967222,1244,1815,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{CA15C430-A27A-4B00-AFBD-0FC391DB3CC5},115-432-431
3149,OSMP,Yes,Yes,Multi-Use Trail,2020/07/27 00:00:00+00,2099/12/31 00:00:00+00,115-431-426,Yes,1816,115,0.042,221,Greenbelt Connector,{B87A5E0E-13E7-4C5F-9807-6ADB5433BD90},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,221.5447399,1245,1816,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{49CE6D6F-7984-4DF7-9392-4EDE5792E073},115-431-426
3150,OSMP,Yes,Yes,Multi-Use Trail,2020/07/27 00:00:00+00,2099/12/31 00:00:00+00,116-426-425,Yes,1817,116,0.039,206,Flatirons Vista North,{25838111-A8DF-47F4-A022-AECA62EC0A9F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,206.4591437,1247,1817,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{F315CC94-13A8-4550-A78A-3C190E3A6C3A},116-426-425
3151,OSMP,Yes,Yes,Multi-Use Trail,2020/07/27 00:00:00+00,2099/12/31 00:00:00+00,115-425-431,Yes,1818,115,0.041,215,Greenbelt Connector,{DEBC9990-7B38-4778-ADA7-A7CE6D5E036E},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,214.1686203,1248,1818,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{A1136B7F-1E79-4BE0-8BF4-10D90A44A1AE},115-425-431
3152,OSMP,Yes,Yes,Multi-Use Trail,2020/07/28 00:00:00+00,2099/12/31 00:00:00+00,109-434-435,Yes,1819,109,1.853,9608,Coalton,{9F86126F-033E-4A47-B2AA-F6BFA0BD57E0},Easy,Yes,LR,Leash Required,Yes,9783.648365,1249,1819,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{52701B68-46E7-4770-B863-E032AB4AAD5D},109-434-435
3153,OSMP,Yes,Yes,Multi-Use Trail,2020/07/29 00:00:00+00,2099/12/31 00:00:00+00,116-430-428,Yes,1820,116,0.02,105,Flatirons Vista North,{F5670FCD-FF9F-4912-B492-0E4173DE52E7},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,104.4883021,1068,1820,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{83FE15AB-0C06-4778-BA87-A4CB1BED669C},116-430-428
3154,OSMP,Yes,Yes,Multi-Use Trail,2020/07/29 00:00:00+00,2099/12/31 00:00:00+00,116-428-427,Yes,1821,116,0.004,21,Flatirons Vista North,{33737A16-21AF-4312-999C-DD7AD7E610A0},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,20.41489392,1081,1821,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{316E9647-9C8D-4D41-A46E-2C2EE39B402D},116-428-427
3155,OSMP,Yes,Yes,Multi-Use Trail,2020/07/29 00:00:00+00,2099/12/31 00:00:00+00,116-427-426,Yes,1822,116,0.063,335,Flatirons Vista North,{5EF455AC-B146-4D63-8A6A-1771207C3F75},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,334.3689093,1246,1822,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{279AB002-05C1-4C85-9573-388C3BA501AC},116-427-426
3156,OSMP,Yes,Yes,Multi-Use Trail,2020/07/29 00:00:00+00,2099/12/31 00:00:00+00,116-425-424,Yes,1823,116,0.178,942,Flatirons Vista North,{EBECB673-1048-4472-A5B4-F648311EFF87},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,938.323865,1069,1823,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{97216215-0AC1-4E9F-81F3-5895C1EA40E8},116-425-424
3157,OSMP,Yes,Yes,Multi-Use Trail,2020/07/29 00:00:00+00,2099/12/31 00:00:00+00,116-424-421,Yes,1824,116,0.875,4626,Flatirons Vista North,{8954C730-19F3-4E3B-85A8-9FDB15ACF2E5},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,4621.778451,1067,1824,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{6A34F7C7-B9D4-40EE-8842-8A1D8C3BC940},116-424-421
3158,OSMP,Yes,Yes,Multi-Use Trail,2020/07/30 00:00:00+00,2099/12/31 00:00:00+00,117-429-428,Yes,1825,117,0.004,23,Prairie Vista,{DACC18F9-4F5F-4585-9B31-845E14BBCC00},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,22.28524611,1070,1825,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{A299C553-87BD-47BA-AEFB-9C783459B563},117-429-428
3159,OSMP,Yes,Yes,Multi-Use Trail,2020/07/30 00:00:00+00,2099/12/31 00:00:00+00,117-427-423,Yes,1826,117,0.199,1050,Prairie Vista,{2C4980A8-4CF0-425A-AD2C-CB8653F543A6},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1048.485527,1071,1826,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{0CB842FB-F130-4626-B460-F3D196D21E61},117-427-423
3160,OSMP,Yes,Yes,Multi-Use Trail,2020/07/30 00:00:00+00,2099/12/31 00:00:00+00,117-423-422,Yes,1827,117,0.909,4763,Prairie Vista,{E6CB5403-24B8-48F1-AC33-0A1158DC982C},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,4798.845815,1075,1827,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{925441A1-D042-46B9-A7D7-941A83ABE70D},117-423-422
3161,OSMP,Yes,Yes,Multi-Use Trail,2020/08/03 00:00:00+00,2099/12/31 00:00:00+00,118-421-422,Yes,1828,118,1.38,7188,Flatirons Vista South,{8D52A8D3-FE34-4A0D-8F44-D31D3BF9F30F},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,7285.580635,1286,1828,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{4E2AD138-D178-40FA-8563-BCD84A737829},118-421-422
3162,OSMP,Yes,Yes,Multi-Use Trail,2020/08/05 00:00:00+00,2099/12/31 00:00:00+00,118-423-424,Yes,1829,118,0.027,130,Flatirons Vista South,{3CB777A4-95C8-4034-9BCD-5A2FD444D738},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,142.1647561,1073,1829,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{A6BFC0E6-8637-4FB0-A861-6562142EF678},118-423-424
3163,OSMP,Yes,Yes,Multi-Use Trail,2020/08/05 00:00:00+00,2099/12/31 00:00:00+00,118-422-423,Yes,1830,118,0.771,4044,Flatirons Vista South,{E7218231-0233-4BE0-B58E-453ACAC98AA6},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,4070.64852,1072,1830,Until Further Notice,,Flatirons Vista,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{807DB262-2117-4043-96A8-0B7C00D19649},118-422-423
3164,OSMP,Yes,Yes,Multi-Use Trail,2020/08/13 00:00:00+00,2099/12/31 00:00:00+00,102-437-439,Yes,1831,102,0.162,852,Community Ditch,{92806F8F-43A3-48CB-BC6A-DB5E266376A9},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,853.8044812,1241,1831,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{9906206E-DA32-41D8-B8EC-073329F50392},102-437-439
3165,OSMP,Yes,Yes,Multi-Use Trail,2020/08/13 00:00:00+00,2099/12/31 00:00:00+00,127-439-438,Yes,1832,127,0.073,384,Community Ditch Hwy 93 Spur,{E74A1B08-20AE-4842-823C-4F84C745581F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,383.0425469,1242,1832,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{1DBBD063-E3E7-4DA3-B317-A66034FCC6DF},127-439-438
3166,OSMP,Yes,Yes,Multi-Use Trail,2020/08/13 00:00:00+00,2099/12/31 00:00:00+00,102-439-405,Yes,1833,102,1.731,9090,Community Ditch,{A9777210-FF84-4697-A768-DB29E4D18E95},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,9139.665087,1243,1833,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{BD9A5120-1B6B-4A54-BE7A-14804A4A3D9B},102-439-405
3167,OSMP,Yes,Yes,Multi-Use Trail,2020/08/18 00:00:00+00,2099/12/31 00:00:00+00,101-401-402,Yes,1834,101,0.335,1766,Doudy Draw,{00273C24-6CBB-4EB2-86F7-ECF3DF438B72},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1766.697705,1261,1834,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{F34D457A-878A-4C33-B885-B1FDCDC80D23},101-401-402
3168,OSMP,Yes,Yes,Multi-Use Trail,2020/08/18 00:00:00+00,2099/12/31 00:00:00+00,101-402-403,Yes,1835,101,0.023,121,Doudy Draw,{33327184-FFEC-4FFF-9577-4859A962EF7F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,120.9156639,1262,1835,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{045CAC5E-0E05-4087-8382-BBDF53AFE8E6},101-402-403
3169,OSMP,Yes,Yes,Multi-Use Trail,2020/08/18 00:00:00+00,2099/12/31 00:00:00+00,101-403-405,Yes,1836,101,0.085,451,Doudy Draw,{99F9EBFF-E3C3-46CA-B7BA-422E6B9F8CD4},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,449.6340721,1264,1836,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{D9F522F8-A01C-4A8C-BBE8-2F783A5D5BF7},101-403-405
3170,OSMP,Yes,Yes,Multi-Use Trail,2020/08/18 00:00:00+00,2099/12/31 00:00:00+00,101-403-404,Yes,1837,101,0.007,35,Doudy Draw,{9356F804-160E-40DC-97EB-72F4E4ECDEA1},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,34.56104655,1283,1837,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{03C7B013-BA02-49AC-8194-250E3A332A1F},101-403-404
3171,OSMP,Yes,Yes,Multi-Use Trail,2020/08/18 00:00:00+00,2099/12/31 00:00:00+00,126-404-402,Yes,1838,126,0.03,157,Doudy Draw Picnic Area,{18437187-76C9-488C-A032-C199BE077C5B},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,158.7763914,1263,1838,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{26C3455C-22D8-45CC-A99A-201C3E5DD71E},126-404-402
3172,OSMP,Yes,Yes,Multi-Use Trail,2020/08/19 00:00:00+00,2099/12/31 00:00:00+00,101-405-406,Yes,1839,101,0.701,3738,Doudy Draw,{F9F16E35-EE4D-416E-997A-3C80AE7C5608},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,3701.901339,1265,1839,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{547B6BFC-8CC8-494C-A924-050F7A56AA91},101-405-406
3173,OSMP,Yes,Yes,Multi-Use Trail,2020/08/25 00:00:00+00,2099/12/31 00:00:00+00,119-406-407,Yes,1840,119,0.269,1431,Spring Brook Loop North,{94622786-7C3C-4556-B00D-1CD1AFCDA1EC},Easy,Yes,LR,Leash Required,No,1422.272564,1266,1840,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{22560E2B-6505-4E91-8388-A8BB9602ECA8},119-406-407
3174,OSMP,Yes,Yes,Multi-Use Trail,2020/08/25 00:00:00+00,2099/12/31 00:00:00+00,101-406-421,Yes,1841,101,1.014,5355,Doudy Draw,{AACC293D-BCB5-4810-8C84-0867CEF0A130},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,5355.33942,1074,1841,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{1FD3C5DC-F7EA-4F52-8C22-465217D6D427},101-406-421
3175,OSMP,Yes,Yes,Multi-Use Trail,2020/08/31 00:00:00+00,2099/12/31 00:00:00+00,119-407-408,Yes,1842,119,1.124,6018,Spring Brook Loop North,{89D2A3F1-CCCA-4303-A7AA-D1B525A5A644},Moderate,Yes,LR,Leash Required,No,5932.758907,1267,1842,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{86160513-CA05-4F9A-BB4B-672DB7E9875E},119-407-408
3176,OSMP,Yes,Yes,Multi-Use Trail,2020/08/31 00:00:00+00,2099/12/31 00:00:00+00,119-409-408,Yes,1843,119,0.043,223,Spring Brook Loop North,{CEE1581D-6659-4960-AA52-9FD4443D36F9},Easy,Yes,LR,Leash Required,No,226.4641434,1606,1843,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{F40FB953-85E6-4AD6-9AFB-2D8FFBE22FBE},119-409-408
3177,OSMP,Yes,Yes,Multi-Use Trail,2020/09/01 00:00:00+00,2099/12/31 00:00:00+00,120-408-407,Yes,1844,120,1.107,5870,Spring Brook Loop South,{19AF37DE-99EE-46CE-A47E-A396AA1B05DF},Moderate,No,No Dogs,No Dogs,No,5846.317613,1268,1844,Until Further Notice,,Doudy Draw,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{56EF3C15-3DE8-4BC1-BA46-B85FD95F9E41},120-408-407
3178,OSMP,Yes,Yes,Multi-Use Trail,2020/09/01 00:00:00+00,2099/12/31 00:00:00+00,108-411-410,Yes,1845,108,0.565,2962,Fowler,{673008CD-30C6-43C3-A52E-314BABEE7939},Easy,Yes,LR,Leash Required,No,2982.314733,1270,1845,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{B299FE6B-3E25-4D24-A7AA-B92ECF6C744E},108-411-410
3179,OSMP,Yes,Yes,Multi-Use Trail,2020/09/02 00:00:00+00,2099/12/31 00:00:00+00,119-410-409,Yes,1846,119,0.759,4022,Spring Brook Loop North,{CBC0A9F4-6D26-4EC4-975A-242EFBCE33C6},Easy,Yes,LR,Leash Required,No,4006.986861,1269,1846,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{6A452342-B154-4599-A76E-828D3C171E97},119-410-409
3180,OSMP,No,Yes,Hiking Trail,2020/09/07 00:00:00+00,2099/12/31 00:00:00+00,108-410-412,Yes,1847,108,0.399,2112,Fowler,{41EC9DCC-66AD-47CB-AB80-0254A22D35CC},Easy,Yes,LR,Leash Required,No,2105.899535,1271,1847,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{05F023E6-2CB9-403D-A95F-D667A3034382},108-410-412
3181,OSMP,No,Yes,Hiking Trail,2020/09/07 00:00:00+00,2099/12/31 00:00:00+00,108-412-454,Yes,1848,108,0.083,443,Fowler,{7E5CFCC6-2016-4013-A2D5-3B317E6DA142},Easy,Yes,LR,Leash Required,No,439.5108068,1285,1848,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{B38C3298-C7D4-41B3-8271-63E3175CDF55},108-412-454
3182,OSMP,No,Yes,Hiking Trail,2020/09/07 00:00:00+00,2099/12/31 00:00:00+00,121-454-417,Yes,1849,121,0.364,1901,Goshawk Ridge,{1330EB99-C59D-435E-9A9D-6613A6B706C5},Moderate,No,No Dogs,No Dogs,No,1922.883476,1284,1849,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{6AD93A49-795F-4D39-BFA9-8684C39FB3E7},121-454-417
3183,OSMP,No,Yes,Hiking Trail,2020/09/16 00:00:00+00,2099/12/31 00:00:00+00,108-454-415,No,1850,108,0.173,911,Fowler,{92C7446C-134E-4857-A57C-A3509E8C59B2},Easy,Yes,LR,Leash Required,No,911.9218849,1278,1850,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed while CPW repairs a section of trail.,{8DEBDC29-4E3C-4734-B110-F4D88C8D64A3},108-454-415
3184,OSMP,No,Yes,Hiking Trail,2020/09/16 00:00:00+00,2099/12/31 00:00:00+00,108-415-416,No,1851,108,0.043,227,Fowler,{860C0440-FEB7-4642-93DB-7A0EE2FA63A8},Easy,Yes,LR,Leash Required,No,226.0217183,1279,1851,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Trail closed while CPW repairs a section of trail.,{F565ADC2-C70F-4D18-BD60-1D3116C221BE},108-415-416
3185,OSMP,No,Yes,Hiking Trail,2020/09/16 00:00:00+00,2099/12/31 00:00:00+00,121-417-419,Yes,1852,121,0.09,507,Goshawk Ridge,{31ED8EFB-8C58-4E9C-ACEE-D040E91C15E2},Moderate,No,No Dogs,No Dogs,No,476.829432,1281,1852,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{804BCA37-817D-4B22-A3AC-C676A33F3A6D},121-417-419
3186,OSMP,No,Yes,Hiking Trail,2020/09/17 00:00:00+00,2099/12/31 00:00:00+00,121-419-409,Yes,1853,121,1.248,6651,Goshawk Ridge,{468A1FC6-90B3-4986-817D-1FA337267663},Difficult,No,No Dogs,No Dogs,No,6587.866733,1282,1853,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{9DE539E6-A5B6-4F41-B322-345F0E77CF73},121-419-409
3187,OSMP,Yes,Yes,Multi-Use Trail,2020/10/07 00:00:00+00,2099/12/31 00:00:00+00,102-444-445,Yes,1854,102,0.385,2035,Community Ditch,{6F50505F-55E8-43AE-B3C4-40F621CE74BA},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,2035.219929,1225,1854,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{9D9D22C3-289C-48D5-854F-3B4E00D877FB},102-444-445
3188,OSMP,Yes,Yes,Multi-Use Trail,2020/10/07 00:00:00+00,2099/12/31 00:00:00+00,102-445-447,Yes,1856,102,0.006,30,Community Ditch,{2643A024-1D9D-4967-95C0-23A207DDD201},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,30.10020497,1223,1856,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{7252007D-9CDB-4ACF-8969-DDDC8D035543},102-445-447
3189,OSMP,Yes,Yes,Multi-Use Trail,2020/10/07 00:00:00+00,2099/12/31 00:00:00+00,111-446-445,Yes,1855,111,0.008,51,Cowdrey Draw,{758C6A7A-A88A-42A5-9BDB-51AC13D3D609},Easy,Yes,LR,Leash Required,Yes,43.29934862,1222,1855,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{28C9098A-C500-4672-A82C-EA7BF89A0B10},111-446-445
3190,OSMP,Yes,Yes,Multi-Use Trail,2020/10/07 00:00:00+00,2099/12/31 00:00:00+00,111-446-447,Yes,1858,111,0.012,62,Cowdrey Draw,{C34E6065-3ACD-4298-9E0A-96EE0BD9A4E4},Easy,Yes,LR,Leash Required,Yes,63.01321949,1280,1858,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{CE907FC0-5D55-4A1B-B1F7-09058C750982},111-446-447
3191,OSMP,Yes,Yes,Multi-Use Trail,2020/10/07 00:00:00+00,2099/12/31 00:00:00+00,102-447-448,Yes,1857,102,0.275,1467,Community Ditch,{C4531EB3-AD59-4D5D-8B2A-F89A0098FB10},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,1452.838227,1224,1857,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{A853429A-60FE-4B29-AF5E-FBD1B4F1E043},102-447-448
3192,OSMP,Yes,Yes,Multi-Use Trail,2023/06/27 00:00:00+00,2099/12/31 00:00:00+00,501-557-555,Yes,2247,501,2.057,10902,East Boulder - White Rocks,{714A5497-EEA5-4C70-9803-BEFDB37718ED},Moderate,No,No Dogs,No Dogs,Yes,10862.92234,1607,2247,,,,Open,Other,,https://bouldercolorado.gov/services/osmp-closures,The trail will be closed for work on an abandoned well.,{02344240-8156-42F2-B0C5-E0AC9BE1F658},501-557-555
3193,OSMP,Yes,Yes,Multi-Use Trail,2023/05/16 00:00:00+00,2099/12/31 00:00:00+00,501-537-556,Yes,2210,501,0.155,821,East Boulder - White Rocks,{17A2FFC9-8EFE-4D8E-A095-95BB054D64D9},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,819.9163592,1610,2210,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Parking lot and trails will be closed Wednesday 11/3 from 5am to 430pm for heavy equipment,{FF9394FE-7B01-4F9D-BCE0-C339C83697F9},501-537-556
3195,OSMP,Yes,Yes,Multi-Use Trail,2023/05/23 00:00:00+00,2099/12/31 00:00:00+00,502-555-558,Yes,2215,502,0.507,2662,East Boulder - Gunbarrel,{25197129-CC1E-4F43-8993-E0CD517FEA41},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",Yes,2679.530499,1609,2215,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,"East Boulder Trail will be closed to the public, from the 95th Street Trailhead to the Boulderado and Cambridge access point.",{9CBF4085-A470-49B4-BD16-DDA26922CD4B},502-555-558
3196,OSMP,No,Yes,Hiking Trail,2021/01/20 00:00:00+00,2099/12/31 00:00:00+00,201-117-044,Yes,1863,201,0.56,,Mesa,{85B19C1E-F73D-43FB-A429-AF29FB52B842},Moderate,Yes,LVS,,No,2955.471749,1611,1863,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed to Support Fire Operations near Shanahan Ridge,{4D9DB819-850F-4625-B51C-AF93B4A7D73B},201-117-044
3197,OSMP,No,Yes,Hiking Trail,2021/01/20 00:00:00+00,2099/12/31 00:00:00+00,201-044-045,Yes,1864,201,0.68,,Mesa,{98339BF4-5B95-4495-8E86-AF17E6BED8C6},Moderate,Yes,LVS,,No,3590.147318,1612,1864,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed to Support Fire Operations near Shanahan Ridge,{1FB9AB56-0137-42F6-B193-6CA8B9A6B5E8},201-044-045
3198,OSMP,No,Yes,Hiking Trail,2021/08/30 00:00:00+00,2099/12/31 00:00:00+00,222-044-153,Yes,1992,222,0.389,2049,Shanahan - Mesa,{D0FF2770-083F-49C1-88AC-CE78DD6FAD33},Difficult,Yes,LVS,"Leash, Or Voice and Sight Control",No,2055.299635,1613,1992,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed to Support Fire Operations near Shanahan Ridge,{032928DB-D145-48FB-8B0A-5071C877A604},222-044-153
3200,OSMP,No,Yes,Hiking Trail,2021/04/11 00:00:00+00,2099/12/31 00:00:00+00,351-377-378,No,1881,351,0.029,159,Mattie Dean,{3DD568F7-D47D-4362-9B5A-7A790074A31A},Easy,Yes,LR,Leash Required,No,155.0580444,1623,1881,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,,{3DE4E457-C24C-43B2-A89C-997A7B1C5793},351-377-378
